"Kod";"Nazwa";"Rodzaje obiektów";"Rodzaje placówek";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
0600000;"LUBELSKIE";"inne obiekty hotelowe";"restauracje";"2021";27;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"restauracje";"2022";27;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2019";10;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2020";4;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2021";5;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2022";6;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"stołówki";"2019";1;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"stołówki";"2020";1;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"stołówki";"2021";6;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"stołówki";"2022";4;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2020";1;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2021";2;"ob.";""
0600000;"LUBELSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2022";3;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"restauracje";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"bary i kawiarnie";"2019";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"stołówki";"2019";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"stołówki";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"stołówki";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"stołówki";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"restauracje";"2019";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"restauracje";"2020";1;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"restauracje";"2021";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"restauracje";"2022";1;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2019";5;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2020";6;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2021";6;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2022";7;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"stołówki";"2019";5;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"stołówki";"2020";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"stołówki";"2021";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"stołówki";"2022";4;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2019";16;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2020";12;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2021";1;"ob.";""
0600000;"LUBELSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2022";1;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"restauracje";"2022";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2019";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"stołówki";"2019";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"stołówki";"2020";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"stołówki";"2021";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"stołówki";"2022";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2019";5;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2020";6;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2021";7;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2022";5;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2019";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2020";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2021";4;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2022";2;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2019";6;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2020";3;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2021";6;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2022";11;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2019";1;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"restauracje";"2019";1;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"restauracje";"2020";1;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"restauracje";"2021";1;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"restauracje";"2022";2;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"bary i kawiarnie";"2019";1;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"stołówki";"2019";1;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"stołówki";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"stołówki";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"stołówki";"2022";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"restauracje";"2019";1;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"restauracje";"2020";1;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"restauracje";"2021";2;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"restauracje";"2022";1;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2019";1;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"stołówki";"2019";1;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"stołówki";"2020";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"stołówki";"2021";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"stołówki";"2022";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2022";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"restauracje";"2022";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"bary i kawiarnie";"2019";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"bary i kawiarnie";"2020";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"stołówki";"2019";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"stołówki";"2020";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"stołówki";"2021";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"stołówki";"2022";1;"ob.";""
0600000;"LUBELSKIE";"kempingi";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"kempingi";"punkty gastronomiczne";"2022";1;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"restauracje";"2022";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"bary i kawiarnie";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"stołówki";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"stołówki";"2020";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"stołówki";"2021";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"stołówki";"2022";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"pola biwakowe";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"restauracje";"2022";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"bary i kawiarnie";"2019";1;"ob.";""
0600000;"LUBELSKIE";"hostele";"bary i kawiarnie";"2020";1;"ob.";""
0600000;"LUBELSKIE";"hostele";"bary i kawiarnie";"2021";1;"ob.";""
0600000;"LUBELSKIE";"hostele";"bary i kawiarnie";"2022";1;"ob.";""
0600000;"LUBELSKIE";"hostele";"stołówki";"2019";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"stołówki";"2020";1;"ob.";""
0600000;"LUBELSKIE";"hostele";"stołówki";"2021";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"stołówki";"2022";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"hostele";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"restauracje";"2019";1;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"restauracje";"2020";1;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"restauracje";"2021";1;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"restauracje";"2022";1;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2019";3;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2020";3;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2021";4;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2022";4;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"stołówki";"2019";7;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"stołówki";"2020";7;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"stołówki";"2021";9;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"stołówki";"2022";7;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2019";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2020";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2021";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2022";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2019";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2020";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2021";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2022";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2019";5;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2020";2;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2021";5;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2022";3;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2021";0;"ob.";""
0600000;"LUBELSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2022";0;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2019";7;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2020";7;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2021";7;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2022";4;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2019";3;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2020";4;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2021";3;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2022";3;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2019";2;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2020";2;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2021";3;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2022";4;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2019";1;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2020";1;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2021";1;"ob.";""
0600000;"LUBELSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2022";1;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2019";4;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2020";5;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2021";4;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2022";3;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2020";1;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2021";3;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2022";1;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2019";8;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2020";4;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2021";6;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2022";7;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2019";0;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2020";0;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2021";1;"ob.";""
0600000;"LUBELSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2022";0;"ob.";""
0800000;"LUBUSKIE";"ogółem";"restauracje";"2019";103;"ob.";""
0800000;"LUBUSKIE";"ogółem";"restauracje";"2020";102;"ob.";""
0800000;"LUBUSKIE";"ogółem";"restauracje";"2021";100;"ob.";""
0800000;"LUBUSKIE";"ogółem";"restauracje";"2022";95;"ob.";""
0800000;"LUBUSKIE";"ogółem";"bary i kawiarnie";"2019";76;"ob.";""
0800000;"LUBUSKIE";"ogółem";"bary i kawiarnie";"2020";60;"ob.";""
0800000;"LUBUSKIE";"ogółem";"bary i kawiarnie";"2021";69;"ob.";""
0800000;"LUBUSKIE";"ogółem";"bary i kawiarnie";"2022";65;"ob.";""
0800000;"LUBUSKIE";"ogółem";"stołówki";"2019";46;"ob.";""
0800000;"LUBUSKIE";"ogółem";"stołówki";"2020";34;"ob.";""
0800000;"LUBUSKIE";"ogółem";"stołówki";"2021";36;"ob.";""
0800000;"LUBUSKIE";"ogółem";"stołówki";"2022";32;"ob.";""
0800000;"LUBUSKIE";"ogółem";"punkty gastronomiczne";"2019";19;"ob.";""
0800000;"LUBUSKIE";"ogółem";"punkty gastronomiczne";"2020";20;"ob.";""
0800000;"LUBUSKIE";"ogółem";"punkty gastronomiczne";"2021";25;"ob.";""
0800000;"LUBUSKIE";"ogółem";"punkty gastronomiczne";"2022";24;"ob.";""
0800000;"LUBUSKIE";"hotele";"restauracje";"2019";58;"ob.";""
0800000;"LUBUSKIE";"hotele";"restauracje";"2020";55;"ob.";""
0800000;"LUBUSKIE";"hotele";"restauracje";"2021";45;"ob.";""
0800000;"LUBUSKIE";"hotele";"restauracje";"2022";48;"ob.";""
0800000;"LUBUSKIE";"hotele";"bary i kawiarnie";"2019";18;"ob.";""
0800000;"LUBUSKIE";"hotele";"bary i kawiarnie";"2020";17;"ob.";""
0800000;"LUBUSKIE";"hotele";"bary i kawiarnie";"2021";21;"ob.";""
0800000;"LUBUSKIE";"hotele";"bary i kawiarnie";"2022";17;"ob.";""
0800000;"LUBUSKIE";"hotele";"stołówki";"2019";3;"ob.";""
0800000;"LUBUSKIE";"hotele";"stołówki";"2020";4;"ob.";""
0800000;"LUBUSKIE";"hotele";"stołówki";"2021";4;"ob.";""
0800000;"LUBUSKIE";"hotele";"stołówki";"2022";2;"ob.";""
0800000;"LUBUSKIE";"hotele";"punkty gastronomiczne";"2019";1;"ob.";""
0800000;"LUBUSKIE";"hotele";"punkty gastronomiczne";"2020";1;"ob.";""
0800000;"LUBUSKIE";"hotele";"punkty gastronomiczne";"2021";4;"ob.";""
0800000;"LUBUSKIE";"hotele";"punkty gastronomiczne";"2022";2;"ob.";""
0800000;"LUBUSKIE";"motele";"restauracje";"2019";8;"ob.";""
0800000;"LUBUSKIE";"motele";"restauracje";"2020";11;"ob.";""
0800000;"LUBUSKIE";"motele";"restauracje";"2021";11;"ob.";""
0800000;"LUBUSKIE";"motele";"restauracje";"2022";9;"ob.";""
0800000;"LUBUSKIE";"motele";"bary i kawiarnie";"2019";4;"ob.";""
0800000;"LUBUSKIE";"motele";"bary i kawiarnie";"2020";1;"ob.";""
0800000;"LUBUSKIE";"motele";"bary i kawiarnie";"2021";1;"ob.";""
0800000;"LUBUSKIE";"motele";"bary i kawiarnie";"2022";1;"ob.";""
0800000;"LUBUSKIE";"motele";"stołówki";"2019";0;"ob.";""
0800000;"LUBUSKIE";"motele";"stołówki";"2020";0;"ob.";""
0800000;"LUBUSKIE";"motele";"stołówki";"2021";0;"ob.";""
0800000;"LUBUSKIE";"motele";"stołówki";"2022";1;"ob.";""
0800000;"LUBUSKIE";"motele";"punkty gastronomiczne";"2019";1;"ob.";""
0800000;"LUBUSKIE";"motele";"punkty gastronomiczne";"2020";1;"ob.";""
0800000;"LUBUSKIE";"motele";"punkty gastronomiczne";"2021";2;"ob.";""
0800000;"LUBUSKIE";"motele";"punkty gastronomiczne";"2022";0;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"restauracje";"2019";7;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"restauracje";"2020";8;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"restauracje";"2021";8;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"restauracje";"2022";7;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"bary i kawiarnie";"2019";7;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"bary i kawiarnie";"2020";5;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"bary i kawiarnie";"2021";7;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"bary i kawiarnie";"2022";7;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"stołówki";"2019";2;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"stołówki";"2020";2;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"stołówki";"2021";4;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"stołówki";"2022";2;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"punkty gastronomiczne";"2019";0;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"punkty gastronomiczne";"2020";1;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"punkty gastronomiczne";"2021";1;"ob.";""
0800000;"LUBUSKIE";"pensjonaty";"punkty gastronomiczne";"2022";0;"ob.";""
0800000;"LUBUSKIE";"inne obiekty hotelowe";"restauracje";"2019";15;"ob.";""
0800000;"LUBUSKIE";"inne obiekty hotelowe";"restauracje";"2020";15;"ob.";""
0800000;"LUBUSKIE";"inne obiekty hotelowe";"restauracje";"2021";15;"ob.";""
