"Kod";"Nazwa";"Rodzaje obiektów";"Rodzaje placówek";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
2400000;"ŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2020";2;"ob.";""
2400000;"ŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2021";4;"ob.";""
2400000;"ŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2022";3;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"restauracje";"2019";3;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"restauracje";"2020";1;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"restauracje";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"restauracje";"2022";1;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"bary i kawiarnie";"2019";1;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"bary i kawiarnie";"2020";1;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"bary i kawiarnie";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"bary i kawiarnie";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"stołówki";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"stołówki";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"stołówki";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"stołówki";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"punkty gastronomiczne";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"punkty gastronomiczne";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"punkty gastronomiczne";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"hostele";"punkty gastronomiczne";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2020";1;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2021";2;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2022";3;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2019";7;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2020";8;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2021";8;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2022";7;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2019";0;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2021";1;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2022";1;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2019";7;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2020";8;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2021";8;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2022";6;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2019";5;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2020";6;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2021";7;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2022";5;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2019";5;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2020";4;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2021";4;"ob.";""
2400000;"ŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2022";4;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2019";16;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2020";10;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2021";7;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2022";10;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2019";7;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2020";3;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2021";4;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2022";3;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2019";10;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2020";7;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2021";6;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2022";5;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2019";3;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2020";3;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2021";4;"ob.";""
2400000;"ŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2022";7;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2019";4;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2020";5;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2021";5;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"restauracje";"2022";5;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2019";1;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2020";0;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2021";1;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"bary i kawiarnie";"2022";0;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2019";3;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2020";1;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2021";3;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"stołówki";"2022";1;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2019";5;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2020";1;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2021";0;"ob.";""
2400000;"ŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"restauracje";"2019";111;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"restauracje";"2020";101;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"restauracje";"2021";103;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"restauracje";"2022";100;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"bary i kawiarnie";"2019";58;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"bary i kawiarnie";"2020";51;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"bary i kawiarnie";"2021";66;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"bary i kawiarnie";"2022";69;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"stołówki";"2019";26;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"stołówki";"2020";24;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"stołówki";"2021";26;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"stołówki";"2022";27;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"punkty gastronomiczne";"2019";7;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"punkty gastronomiczne";"2020";8;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"punkty gastronomiczne";"2021";10;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"punkty gastronomiczne";"2022";9;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"restauracje";"2019";84;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"restauracje";"2020";79;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"restauracje";"2021";77;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"restauracje";"2022";78;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"bary i kawiarnie";"2019";41;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"bary i kawiarnie";"2020";35;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"bary i kawiarnie";"2021";46;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"bary i kawiarnie";"2022";52;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"stołówki";"2019";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"stołówki";"2020";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"stołówki";"2021";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"stołówki";"2022";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"punkty gastronomiczne";"2019";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"punkty gastronomiczne";"2020";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"punkty gastronomiczne";"2021";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hotele";"punkty gastronomiczne";"2022";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"restauracje";"2019";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"restauracje";"2020";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"restauracje";"2021";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"restauracje";"2022";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"bary i kawiarnie";"2019";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"bary i kawiarnie";"2020";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"bary i kawiarnie";"2021";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"bary i kawiarnie";"2022";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"stołówki";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"stołówki";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"stołówki";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"punkty gastronomiczne";"2021";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"motele";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"restauracje";"2019";9;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"restauracje";"2020";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"restauracje";"2021";6;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"restauracje";"2022";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"bary i kawiarnie";"2019";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"bary i kawiarnie";"2020";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"bary i kawiarnie";"2021";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"bary i kawiarnie";"2022";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"stołówki";"2019";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"stołówki";"2020";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"stołówki";"2021";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"stołówki";"2022";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pensjonaty";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"restauracje";"2019";8;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"restauracje";"2020";8;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"restauracje";"2021";9;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"restauracje";"2022";7;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2019";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2020";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2021";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2022";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"stołówki";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"stołówki";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"stołówki";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"restauracje";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"restauracje";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"restauracje";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"restauracje";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"bary i kawiarnie";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"bary i kawiarnie";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"bary i kawiarnie";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"bary i kawiarnie";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"stołówki";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"stołówki";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"stołówki";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"restauracje";"2019";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"restauracje";"2020";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"restauracje";"2021";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"restauracje";"2022";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2020";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2021";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2022";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"stołówki";"2019";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"stołówki";"2020";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"stołówki";"2021";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"stołówki";"2022";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2020";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2021";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2022";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"restauracje";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"restauracje";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"restauracje";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"restauracje";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"stołówki";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"stołówki";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"stołówki";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2019";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2020";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2021";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2022";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2019";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2020";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2021";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2020";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2021";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2022";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"restauracje";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"restauracje";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"restauracje";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"restauracje";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"bary i kawiarnie";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"bary i kawiarnie";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"bary i kawiarnie";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"bary i kawiarnie";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"stołówki";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"stołówki";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"stołówki";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"stołówki";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"restauracje";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"restauracje";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"restauracje";"2021";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"restauracje";"2022";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2019";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2020";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2021";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2022";1;"ob.";""
