"Kod";"Nazwa";"Rodzaje urządzeń";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
1600000;"OPOLSKIE";"ścieżka zdrowia";"2017";;"ob.";""
1600000;"OPOLSKIE";"ścieżka zdrowia";"2021";;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"1999";13;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2000";11;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2001";17;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2002";13;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2009";;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2013";;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2017";;"ob.";""
1600000;"OPOLSKIE";"możliwość jazdy konnej";"2021";;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"1999";154;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2000";143;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2001";135;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2002";139;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2009";98;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2013";115;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2017";128;"ob.";""
1800000;"PODKARPACKIE";"boisko do siatkówki lub koszykówki";"2021";90;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"1999";;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2000";;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2001";;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2002";;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2009";;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2013";62;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2017";76;"ob.";""
1800000;"PODKARPACKIE";"boisko do piłki nożnej";"2021";51;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"1999";38;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2000";35;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2001";32;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2002";36;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2009";29;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2013";38;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2017";36;"ob.";""
1800000;"PODKARPACKIE";"kort tenisowy";"2021";33;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"1999";18;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2000";16;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2001";15;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2002";17;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2009";14;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2013";27;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2017";35;"ob.";""
1800000;"PODKARPACKIE";"basen kryty";"2021";27;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"1999";;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2000";;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2001";;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2002";;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2009";;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2013";19;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2017";21;"ob.";""
1800000;"PODKARPACKIE";"basen otwarty";"2021";26;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"1999";54;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2000";47;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2001";48;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2002";52;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2009";52;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2013";60;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2017";73;"ob.";""
1800000;"PODKARPACKIE";"siłownia";"2021";70;"ob.";""
1800000;"PODKARPACKIE";"sauna";"1999";47;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2000";43;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2001";41;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2002";45;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2009";58;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2013";82;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2017";95;"ob.";""
1800000;"PODKARPACKIE";"sauna";"2021";83;"ob.";""
1800000;"PODKARPACKIE";"solarium";"1999";8;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2000";11;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2001";12;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2002";16;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2009";16;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2013";25;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2017";15;"ob.";""
1800000;"PODKARPACKIE";"solarium";"2021";10;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"1999";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2000";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2001";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2002";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2009";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2013";34;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2017";41;"ob.";""
1800000;"PODKARPACKIE";"zabiegi SPA";"2021";34;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"1999";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2000";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2001";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2002";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2009";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2013";;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2017";56;"ob.";""
1800000;"PODKARPACKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2021";50;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"1999";;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2000";;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2001";;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2002";;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2009";;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2013";36;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2017";32;"ob.";""
1800000;"PODKARPACKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2021";24;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"1999";62;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2000";55;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2001";60;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2002";59;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2009";70;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2013";82;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2017";100;"ob.";""
1800000;"PODKARPACKIE";"stół do bilardu z wyposażeniem";"2021";67;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"1999";124;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2000";108;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2001";111;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2002";119;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2009";91;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2013";92;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2017";114;"ob.";""
1800000;"PODKARPACKIE";"stół do tenisa stołowego z wyposażeniem";"2021";90;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"1999";;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2000";;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2001";;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2002";;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2009";;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2013";7;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2017";12;"ob.";""
1800000;"PODKARPACKIE";"kręgle";"2021";11;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"1999";3;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2000";1;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2001";2;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2002";3;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2009";3;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2013";4;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2017";6;"ob.";""
1800000;"PODKARPACKIE";"mini golf";"2021";4;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"1999";41;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2000";38;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2001";22;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2002";32;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2009";24;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2013";21;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2017";31;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu pływającego";"2021";15;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"1999";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2000";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2001";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2002";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2009";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2013";75;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2017";105;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2021";66;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"1999";49;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2000";38;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2001";45;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2002";49;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2009";23;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2013";48;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2017";54;"ob.";""
1800000;"PODKARPACKIE";"pokój zabaw dla dzieci";"2021";42;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"1999";;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2000";;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2001";;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2002";;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2009";;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2013";15;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2017";11;"ob.";""
1800000;"PODKARPACKIE";"hipodrom/stadnina koni w obiekcie";"2021";7;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"1999";62;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2000";54;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2001";74;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2002";69;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2009";44;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2013";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2017";;"ob.";""
1800000;"PODKARPACKIE";"wypożyczalnia rowerów";"2021";;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"1999";75;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2000";62;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2001";64;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2002";54;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2009";;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2013";;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2017";;"ob.";""
1800000;"PODKARPACKIE";"ścieżka zdrowia";"2021";;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"1999";78;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2000";70;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2001";67;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2002";76;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2009";;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2013";;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2017";;"ob.";""
1800000;"PODKARPACKIE";"możliwość jazdy konnej";"2021";;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"1999";96;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2000";91;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2001";83;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2002";80;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2009";42;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2013";46;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2017";52;"ob.";""
2000000;"PODLASKIE";"boisko do siatkówki lub koszykówki";"2021";37;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"1999";;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2000";;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2001";;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2002";;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2009";;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2013";24;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2017";23;"ob.";""
2000000;"PODLASKIE";"boisko do piłki nożnej";"2021";18;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"1999";28;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2000";25;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2001";26;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2002";21;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2009";12;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2013";15;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2017";14;"ob.";""
2000000;"PODLASKIE";"kort tenisowy";"2021";14;"ob.";""
2000000;"PODLASKIE";"basen kryty";"1999";2;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2000";2;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2001";3;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2002";1;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2009";4;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2013";5;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2017";11;"ob.";""
2000000;"PODLASKIE";"basen kryty";"2021";14;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"1999";;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2000";;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2001";;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2002";;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2009";;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2013";6;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2017";7;"ob.";""
2000000;"PODLASKIE";"basen otwarty";"2021";2;"ob.";""
2000000;"PODLASKIE";"siłownia";"1999";15;"ob.";""
2000000;"PODLASKIE";"siłownia";"2000";15;"ob.";""
2000000;"PODLASKIE";"siłownia";"2001";21;"ob.";""
2000000;"PODLASKIE";"siłownia";"2002";17;"ob.";""
2000000;"PODLASKIE";"siłownia";"2009";18;"ob.";""
2000000;"PODLASKIE";"siłownia";"2013";26;"ob.";""
2000000;"PODLASKIE";"siłownia";"2017";27;"ob.";""
2000000;"PODLASKIE";"siłownia";"2021";23;"ob.";""
2000000;"PODLASKIE";"sauna";"1999";27;"ob.";""
2000000;"PODLASKIE";"sauna";"2000";28;"ob.";""
2000000;"PODLASKIE";"sauna";"2001";26;"ob.";""
2000000;"PODLASKIE";"sauna";"2002";17;"ob.";""
2000000;"PODLASKIE";"sauna";"2009";24;"ob.";""
2000000;"PODLASKIE";"sauna";"2013";37;"ob.";""
2000000;"PODLASKIE";"sauna";"2017";55;"ob.";""
2000000;"PODLASKIE";"sauna";"2021";48;"ob.";""
2000000;"PODLASKIE";"solarium";"1999";3;"ob.";""
2000000;"PODLASKIE";"solarium";"2000";2;"ob.";""
2000000;"PODLASKIE";"solarium";"2001";5;"ob.";""
2000000;"PODLASKIE";"solarium";"2002";4;"ob.";""
2000000;"PODLASKIE";"solarium";"2009";6;"ob.";""
2000000;"PODLASKIE";"solarium";"2013";6;"ob.";""
2000000;"PODLASKIE";"solarium";"2017";4;"ob.";""
2000000;"PODLASKIE";"solarium";"2021";5;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"1999";;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2000";;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2001";;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2002";;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2009";;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2013";13;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2017";16;"ob.";""
2000000;"PODLASKIE";"zabiegi SPA";"2021";20;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"1999";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2000";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2001";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2002";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2009";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2013";;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2017";16;"ob.";""
2000000;"PODLASKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2021";12;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"1999";;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2000";;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2001";;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2002";;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2009";;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2013";4;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2017";5;"ob.";""
2000000;"PODLASKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2021";6;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"1999";22;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2000";25;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2001";23;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2002";23;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2009";22;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2013";30;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2017";39;"ob.";""
2000000;"PODLASKIE";"stół do bilardu z wyposażeniem";"2021";32;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"1999";65;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2000";70;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2001";68;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2002";63;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2009";41;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2013";41;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2017";37;"ob.";""
2000000;"PODLASKIE";"stół do tenisa stołowego z wyposażeniem";"2021";37;"ob.";""
2000000;"PODLASKIE";"kręgle";"1999";;"ob.";""
2000000;"PODLASKIE";"kręgle";"2000";;"ob.";""
2000000;"PODLASKIE";"kręgle";"2001";;"ob.";""
2000000;"PODLASKIE";"kręgle";"2002";;"ob.";""
2000000;"PODLASKIE";"kręgle";"2009";;"ob.";""
2000000;"PODLASKIE";"kręgle";"2013";3;"ob.";""
2000000;"PODLASKIE";"kręgle";"2017";3;"ob.";""
2000000;"PODLASKIE";"kręgle";"2021";3;"ob.";""
2000000;"PODLASKIE";"mini golf";"1999";1;"ob.";""
2000000;"PODLASKIE";"mini golf";"2000";1;"ob.";""
2000000;"PODLASKIE";"mini golf";"2001";2;"ob.";""
2000000;"PODLASKIE";"mini golf";"2002";2;"ob.";""
2000000;"PODLASKIE";"mini golf";"2009";1;"ob.";""
2000000;"PODLASKIE";"mini golf";"2013";6;"ob.";""
2000000;"PODLASKIE";"mini golf";"2017";6;"ob.";""
2000000;"PODLASKIE";"mini golf";"2021";6;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"1999";82;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2000";72;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2001";65;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2002";63;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2009";34;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2013";35;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2017";58;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu pływającego";"2021";38;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"1999";;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2000";;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2001";;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2002";;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2009";;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2013";42;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2017";68;"ob.";""
2000000;"PODLASKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2021";52;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"1999";25;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2000";27;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2001";18;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2002";20;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2009";12;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2013";20;"ob.";""
2000000;"PODLASKIE";"pokój zabaw dla dzieci";"2017";36;"ob.";""
