"Kod";"Nazwa";"Wyszczególnienie";"Kategorie";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2009";18.70;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2010";39.27;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2011";44.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2012";45.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2013";34.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2014";31.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2015";33.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2016";34.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2017";36.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2018";35.9;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2019";41.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2020";36.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2021";31.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2022";38.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2002";33.80;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2003";31.20;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2004";35.51;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2005";35.49;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2006";39.46;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2007";38.58;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2008";37.82;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2009";33.35;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2010";36.72;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2011";39.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2012";37.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2013";36.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2014";35.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2015";37.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2016";40.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2017";43.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2018";41.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2019";42.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2020";26.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2021";35.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"ogółem";"2022";46.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2002";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2003";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2004";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2005";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2006";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2007";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2008";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2009";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2010";0.00;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2011";0.0;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2012";0.0;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2013";0.0;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2014";0.0;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2015";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2016";0.0;"%";"x"
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2017";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2018";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2019";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2020";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2021";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *****";"2022";0.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2002";37.90;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2003";43.00;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2004";39.19;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2005";41.15;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2006";44.51;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2007";49.90;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2008";45.62;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2009";39.77;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2010";37.12;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2011";37.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2012";45.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2013";42.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2014";47.9;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2015";56.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2016";61.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2017";61.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2018";53.9;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2019";55.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2020";36.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2021";41.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ****";"2022";53.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2002";47.90;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2003";37.50;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2004";38.65;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2005";40.57;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2006";45.42;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2007";41.85;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2008";39.52;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2009";33.51;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2010";35.57;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2011";39.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2012";36.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2013";36.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2014";38.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2015";38.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2016";38.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2017";42.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2018";41.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2019";43.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2020";23.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2021";34.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii ***";"2022";46.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2002";31.60;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2003";27.00;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2004";32.43;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2005";33.07;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2006";33.49;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2007";35.03;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2008";34.94;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2009";31.66;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2010";33.87;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2011";33.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2012";32.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2013";30.9;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2014";25.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2015";26.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2016";28.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2017";28.5;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2018";27.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2019";34.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2020";21.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2021";31.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii **";"2022";36.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2002";24.10;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2003";28.20;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2004";33.87;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2005";30.67;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2006";39.40;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2007";37.82;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2008";38.72;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2009";34.48;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2010";41.04;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2011";42.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2012";36.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2013";34.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2014";31.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2015";31.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2016";40.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2017";46.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2018";38.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2019";29.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2020";25.3;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2021";36.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"kategorii *";"2022";41.0;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2002";22.80;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2003";24.70;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2004";40.89;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2005";36.53;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2006";38.46;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2007";25.59;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2008";28.20;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2009";24.19;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2010";41.48;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2011";47.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2012";47.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2013";43.1;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2014";40.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2015";40.4;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2016";45.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2017";48.7;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2018";42.9;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2019";44.6;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2020";37.2;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2021";39.8;"%";""
0800000;"LUBUSKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2022";48.4;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2002";27.90;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2003";26.70;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2004";30.50;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2005";33.39;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2006";36.85;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2007";37.02;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2008";37.19;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2009";34.54;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2010";31.05;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2011";31.2;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2012";30.7;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2013";28.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2014";30.6;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2015";33.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2016";34.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2017";35.2;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2018";35.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2019";36.2;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2020";19.5;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2021";23.8;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2022";38.2;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2002";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2003";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2004";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2005";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2006";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2007";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2008";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2009";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2010";33.99;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2011";0.0;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2012";0.0;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2013";0.0;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2014";0.0;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2015";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2016";0.0;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2017";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2018";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2019";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2020";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2021";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2022";0.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2002";28.20;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2003";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2004";0.00;"%";"x"
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2005";14.49;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2006";26.66;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2007";32.76;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2008";44.13;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2009";46.41;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2010";33.36;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2011";34.8;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2012";34.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2013";30.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2014";34.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2015";37.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2016";39.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2017";39.7;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2018";37.4;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2019";36.9;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2020";19.0;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2021";22.9;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2022";41.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2002";25.60;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2003";27.70;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2004";30.45;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2005";32.16;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2006";35.06;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2007";35.63;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2008";33.12;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2009";30.51;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2010";27.61;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2011";27.4;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2012";27.9;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2013";26.6;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2014";27.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2015";30.5;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2016";30.8;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2017";32.5;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2018";32.7;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2019";35.3;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2020";20.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2021";25.5;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2022";36.9;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2002";34.00;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2003";27.20;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2004";30.98;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2005";32.67;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2006";36.43;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2007";37.10;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2008";40.13;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2009";37.13;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2010";34.63;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2011";33.9;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2012";32.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2013";28.5;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2014";31.7;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2015";32.1;"%";""
1000000;"ŁÓDZKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2016";33.0;"%";""
