"Kod";"Nazwa";"Wyszczególnienie";"Kategorie";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"ogółem";"2022";40.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2002";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2003";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2004";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2005";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2006";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2007";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2008";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2009";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2010";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2011";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2012";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2013";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2014";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2015";0.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2016";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2017";0.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2018";49.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2019";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2020";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2021";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *****";"2022";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2002";25.30;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2003";31.40;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2004";38.38;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2005";41.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2006";41.41;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2007";49.18;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2008";36.33;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2009";29.59;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2010";28.00;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2011";28.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2012";29.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2013";27.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2014";28.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2015";27.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2016";33.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2017";35.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2018";34.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2019";38.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2020";25.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2021";37.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ****";"2022";42.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2002";27.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2003";32.10;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2004";35.74;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2005";34.92;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2006";38.87;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2007";41.04;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2008";40.39;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2009";37.02;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2010";37.89;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2011";37.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2012";36.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2013";35.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2014";36.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2015";37.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2016";36.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2017";37.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2018";35.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2019";36.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2020";24.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2021";30.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii ***";"2022";38.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2002";28.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2003";31.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2004";35.89;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2005";39.71;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2006";42.98;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2007";56.18;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2008";50.35;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2009";46.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2010";42.92;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2011";45.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2012";44.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2013";43.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2014";42.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2015";43.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2016";36.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2017";35.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2018";33.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2019";34.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2020";21.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2021";32.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii **";"2022";47.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2002";29.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2003";33.00;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2004";27.37;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2005";25.84;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2006";34.77;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2007";26.77;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2008";18.96;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2009";25.15;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2010";26.24;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2011";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2012";3.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2013";20.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2014";54.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2015";53.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2016";54.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2017";58.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2018";42.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2019";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2020";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2021";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"kategorii *";"2022";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2002";21.80;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2003";20.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2004";23.81;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2005";23.50;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2006";27.53;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2007";36.96;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2008";24.75;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2009";25.76;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2010";19.39;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2011";24.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2012";25.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2013";26.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2014";20.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2015";17.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2016";23.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2017";10.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2018";12.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2019";18.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2020";15.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2021";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania miejsc noclegowych";"w trakcie kategoryzacji";"2022";8.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2002";32.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2003";34.80;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2004";36.71;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2005";36.35;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2006";38.95;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2007";46.07;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2008";42.25;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2009";40.31;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2010";40.36;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2011";43.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2012";43.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2013";41.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2014";42.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2015";43.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2016";42.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2017";46.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2018";45.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2019";46.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2020";30.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2021";40.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"ogółem";"2022";49.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2002";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2003";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2004";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2005";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2006";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2007";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2008";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2009";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2010";0.00;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2011";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2012";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2013";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2014";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2015";0.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2016";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2017";0.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2018";83.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2019";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2020";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2021";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *****";"2022";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2002";34.90;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2003";38.60;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2004";37.22;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2005";34.24;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2006";34.55;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2007";40.92;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2008";33.92;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2009";29.14;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2010";33.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2011";37.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2012";39.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2013";35.8;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2014";35.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2015";34.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2016";41.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2017";45.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2018";44.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2019";45.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2020";28.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2021";42.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ****";"2022";48.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2002";35.90;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2003";41.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2004";46.01;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2005";44.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2006";48.14;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2007";50.45;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2008";48.34;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2009";46.07;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2010";45.05;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2011";47.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2012";45.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2013";44.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2014";46.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2015";47.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2016";45.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2017";46.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2018";45.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2019";47.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2020";31.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2021";40.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii ***";"2022";49.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2002";39.00;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2003";39.20;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2004";41.46;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2005";41.58;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2006";46.16;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2007";55.82;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2008";51.45;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2009";48.52;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2010";47.33;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2011";51.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2012";51.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2013";48.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2014";47.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2015";49.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2016";43.7;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2017";47.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2018";45.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2019";44.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2020";28.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2021";41.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii **";"2022";56.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2002";30.00;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2003";34.30;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2004";24.06;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2005";12.46;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2006";22.08;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2007";28.39;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2008";20.08;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2009";28.19;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2010";25.25;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2011";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2012";3.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2013";27.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2014";50.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2015";52.3;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2016";51.2;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2017";53.1;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2018";35.6;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2019";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2020";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2021";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"kategorii *";"2022";0.0;"%";"x"
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2002";17.70;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2003";19.90;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2004";22.57;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2005";27.02;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2006";25.85;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2007";35.15;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2008";27.96;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2009";29.63;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2010";24.97;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2011";27.9;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2012";27.5;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2013";28.0;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2014";25.4;"%";""
2000000;"PODLASKIE";"stopień wykorzystania pokoi";"w trakcie kategoryzacji";"2015";24.1;"%";""
